images_list,label
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\139_130\frame_289.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\139_130\frame_302.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\084\frame_0.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\084\frame_12.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\084\frame_25.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\084\frame_37.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\084\frame_50.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\084\frame_62.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\084\frame_75.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\084\frame_87.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\084\frame_100.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\084\frame_112.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\084\frame_125.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\084\frame_137.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\084\frame_150.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\084\frame_162.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\084\frame_175.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\084\frame_187.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\084\frame_200.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\084\frame_212.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\084\frame_225.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\084\frame_237.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\084\frame_250.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\084\frame_262.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\084\frame_275.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\084\frame_287.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\084\frame_300.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\257_420\frame_0.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\257_420\frame_25.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\257_420\frame_50.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\257_420\frame_76.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\257_420\frame_101.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\257_420\frame_127.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\257_420\frame_152.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\257_420\frame_178.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\257_420\frame_203.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\257_420\frame_228.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\257_420\frame_254.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\257_420\frame_279.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\257_420\frame_305.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\257_420\frame_330.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\257_420\frame_356.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\257_420\frame_381.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\257_420\frame_406.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\257_420\frame_432.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\257_420\frame_457.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\257_420\frame_483.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\257_420\frame_508.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\257_420\frame_534.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\257_420\frame_559.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\257_420\frame_584.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\257_420\frame_610.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\155_576\frame_0.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\155_576\frame_27.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\155_576\frame_55.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\155_576\frame_82.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\155_576\frame_110.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\155_576\frame_138.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\155_576\frame_165.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\155_576\frame_193.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\155_576\frame_221.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\155_576\frame_248.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\155_576\frame_276.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\155_576\frame_303.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\155_576\frame_331.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\155_576\frame_359.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\155_576\frame_386.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\155_576\frame_414.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\155_576\frame_442.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\155_576\frame_469.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\155_576\frame_497.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\155_576\frame_525.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\155_576\frame_552.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\155_576\frame_580.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\155_576\frame_607.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\155_576\frame_635.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\155_576\frame_663.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\128_896\frame_0.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\128_896\frame_24.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\128_896\frame_49.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\128_896\frame_73.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\128_896\frame_98.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\128_896\frame_122.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\128_896\frame_147.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\128_896\frame_171.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\128_896\frame_196.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\128_896\frame_220.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\128_896\frame_245.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\128_896\frame_269.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\128_896\frame_294.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\128_896\frame_318.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\128_896\frame_343.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\128_896\frame_367.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\128_896\frame_392.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\128_896\frame_416.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\128_896\frame_441.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\128_896\frame_465.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\128_896\frame_490.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\128_896\frame_514.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\128_896\frame_539.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\128_896\frame_563.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\128_896\frame_588.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\121\frame_0.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\121\frame_18.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\121\frame_36.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\121\frame_55.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\121\frame_73.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\121\frame_92.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\121\frame_110.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\121\frame_129.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\121\frame_147.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\121\frame_165.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\121\frame_184.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\121\frame_202.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\121\frame_221.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\121\frame_239.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\121\frame_258.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\121\frame_276.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\121\frame_294.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\121\frame_313.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\121\frame_331.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\121\frame_350.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\121\frame_368.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\121\frame_387.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\121\frame_405.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\121\frame_423.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\121\frame_442.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\105\frame_0.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\105\frame_10.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\105\frame_20.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\105\frame_30.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\105\frame_40.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\105\frame_50.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\105\frame_60.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\105\frame_70.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\105\frame_80.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\105\frame_90.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\105\frame_100.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\105\frame_110.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\105\frame_120.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\105\frame_130.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\105\frame_140.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\105\frame_150.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\105\frame_160.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\105\frame_170.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\105\frame_180.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\105\frame_190.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\105\frame_200.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\105\frame_210.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\105\frame_220.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\105\frame_230.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\1\105\frame_240.jpg,1
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\265_475\frame_0.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\265_475\frame_18.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\265_475\frame_36.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\265_475\frame_55.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\265_475\frame_73.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\265_475\frame_92.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\265_475\frame_110.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\265_475\frame_128.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\265_475\frame_147.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\265_475\frame_165.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\265_475\frame_184.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\265_475\frame_202.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\265_475\frame_220.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\265_475\frame_239.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\265_475\frame_257.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\265_475\frame_276.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\265_475\frame_294.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\265_475\frame_312.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\265_475\frame_331.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\265_475\frame_349.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\265_475\frame_368.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\265_475\frame_386.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\265_475\frame_404.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\265_475\frame_423.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\265_475\frame_441.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\098_092\frame_0.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\098_092\frame_9.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\098_092\frame_19.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\098_092\frame_29.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\098_092\frame_39.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\098_092\frame_49.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\098_092\frame_59.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\098_092\frame_69.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\098_092\frame_79.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\098_092\frame_89.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\098_092\frame_99.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\098_092\frame_109.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\098_092\frame_119.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\098_092\frame_129.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\098_092\frame_139.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\098_092\frame_149.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\098_092\frame_159.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\098_092\frame_169.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\098_092\frame_179.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\098_092\frame_189.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\098_092\frame_199.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\098_092\frame_209.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\098_092\frame_219.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\098_092\frame_229.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\098_092\frame_239.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\271_264\frame_0.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\271_264\frame_16.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\271_264\frame_32.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\271_264\frame_49.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\271_264\frame_65.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\271_264\frame_81.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\271_264\frame_98.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\271_264\frame_114.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\271_264\frame_130.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\271_264\frame_147.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\271_264\frame_163.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\271_264\frame_179.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\271_264\frame_196.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\271_264\frame_212.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\271_264\frame_228.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\271_264\frame_245.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\271_264\frame_261.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\271_264\frame_277.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\271_264\frame_294.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\271_264\frame_310.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\271_264\frame_326.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\271_264\frame_343.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\271_264\frame_359.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\271_264\frame_375.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\271_264\frame_392.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\235_194\frame_0.jpg,0
C:\Users\zanog\Documents\Projects\deepfake-detection\datasets\train_face\0\235_194\frame_10.jpg,0
